name,platform
Don't Starve: Giant Edition, Wii U
Avadon: The Black Fortress, PC
Nanostray 2, DS
NHL 2K6, Xbox 360
Command & Conquer: Renegade, PC
After Burner Climax, PlayStation 3
Rick and Morty: Virtual Rick-ality, PC
Strange Brigade, Xbox One
SUPERHOT VR, PlayStation 4
Panzer General: Allied Assault, Xbox 360
The Surge 2, PlayStation 4
The Jackbox Party Pack 7, Xbox One
Vigil: The Longest Night, PC
Hoard, PlayStation 3
Scribblenauts Unlimited, PC
Activision Hits Remixed, PSP
Mega Man X Collection, GameCube
"The Lord of the Rings, The Third Age", Xbox
Mario Kart Live: Home Circuit, Switch
Kenshi, PC
Tempest 4000, Xbox One
Watch Dogs 2, PC
Killing Floor 2, PC
Back to the Future: The Game - Episode I: It's About Time, PlayStation 3
Star Wars: Empire at War: Forces of Corruption, PC
Battalion Wars 2, Wii
Jet Set Radio, PlayStation 3
Overlord II, Xbox 360
Plants vs Zombies: Garden Warfare, PlayStation 4
Worms, Xbox 360
Pokemon Sword / Shield: The Crown Tundra, Switch
Sparklite, Switch
Resident Evil 7: biohazard - End of Zoe, PlayStation 4
NHL 18, PlayStation 4
Minecraft: Story Mode - Episode 3: The Last Place You Look, Xbox One
Reus, PC
Black Mirror III: Final Fear, PC
Sam & Max: Beyond Time and Space, Xbox 360
Buzz! The Mega Quiz, PlayStation 2
SkyGunner, PlayStation 2
Mario Tennis Aces, Switch
Medal of Honor: Airborne, PlayStation 3
Tales of the Abyss, 3DS
NHL 07, Xbox
Dragon's Dogma, Xbox 360
Second Sight, Xbox
Red Faction: Armageddon, PC
Paper Mario: Sticker Star, 3DS
We. The Revolution, PC
Penny Arcade Adventures: Episode Two, Xbox 360
Unruly Heroes, PlayStation 4
Sega Rally Revo, PlayStation 3
Saints Row IV: Re-Elected, PlayStation 4
Earth Defense Force: World Brothers, PlayStation 4
Scott Pilgrim vs. the World: The Game - Complete Edition, PC
LEGO DC Super-Villains, Switch
Just Dance 2018, PlayStation 4
Prince of Persia: The Forgotten Sands, PC
Kingdom Hearts 3D: Dream Drop Distance, 3DS
Samurai Shodown, Switch
FIFA Soccer 10, Wii
OMNO, PC
Rock of Ages 2: Bigger & Boulder, Switch
Rebel Galaxy, PC
Dracula: Undead Awakening, PSP
NHL 2005, PlayStation 2
Port Royale 2, PC
Sabre Wulf, Game Boy Advance
Dragon Ball Z: The Legacy of Goku II, Game Boy Advance
Ready 2 Rumble Boxing: Round 2, PlayStation 2
Forsaken 64, Nintendo 64
S.T.A.L.K.E.R.: Clear Sky, PC
Beholder, PC
EA Sports UFC 3, PlayStation 4
The Dark Pictures Anthology: Man of Medan, PC
Observer, Switch
Need for Speed: Rivals, Xbox One
Bit.Trip Saga, 3DS
Satellite Reign, PC
NBA Live 09, PlayStation 3
The Legendary Starfy, DS
Disney Infinity, PlayStation 3
Samurai Warriors 5, PlayStation 4
The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running, PlayStation 4
Infested Planet, PC
NCAA Basketball 10, Xbox 360
Mortal Kombat: Armageddon, PlayStation 2
Hohokum, PlayStation 4
Void Bastards, Xbox One
Vaporum, PC
Middle-earth: Shadow of War, PC
Resident Evil: Revelations, Xbox 360
Need for Speed Carbon, PlayStation 3
Heavy Rain Chronicles Episode 1: The Taxidermist, PlayStation 3
Sega Genesis Classics, PlayStation 4
Seasons After Fall, PC
Descenders, PlayStation 4
Defector, PC
The Mummy Demastered, Switch
Sly Cooper: Thieves in Time, PlayStation Vita
Knights in the Nightmare, PSP
NCAA Basketball 10, PlayStation 3
Gyromancer, Xbox 360
Killing Floor 2, PlayStation 4
Baten Kaitos Origins, GameCube
The Persistence, Xbox One
Deus Ex: Mankind Divided - System Rift, PlayStation 4
Hitman - Intro Pack, Xbox One
Back to the Future: The Game - Episode V: OUTATIME, PC
Stuntman: Ignition, Xbox 360
Sam & Max Save the World Remastered, Switch
Tomb Raider: Underworld, PlayStation 3
Hakuoki: Edo Blossoms, PlayStation Vita
Speed Racer, DS
The Suffering: Ties That Bind, PlayStation 2
Awesomenauts, PlayStation 3
Road 96, Switch
NCAA Football 07, PSP
The Golf Club 2019 featuring PGA Tour, PlayStation 4
Tesla vs Lovecraft, Xbox One
Actual Sunlight, PlayStation Vita
ETHER One, PlayStation 4
Hustle Kings, PlayStation Vita
Resident Evil: The Darkside Chronicles, Wii
Command & Conquer: Red Alert 3, PlayStation 3
Naruto: Ultimate Ninja, PlayStation 2
Rayman 3: Hoodlum Havoc, Xbox
Activision Anthology, PlayStation 2
Chicken Run, PlayStation
Call of the Sea, Xbox Series X
A Rose in the Twilight, PlayStation Vita
Absolver, PC
Dreamfall: The Longest Journey, PC
Remothered: Tormented Fathers, PlayStation 4
TrackMania DS, DS
Metal Gear Solid V: Ground Zeroes, PlayStation 4
Deemo Reborn, PlayStation 4
Ace Combat X: Skies of Deception, PSP
F.E.A.R. 3, Xbox 360
Battle of Britain II: Wings of Victory, PC
Tony Hawk's American Wasteland, Xbox 360
MVP 06 NCAA Baseball, Xbox
Manifold Garden, Switch
Bomber Crew, Switch
Hitman - Episode 3: Marrakesh, PlayStation 4
Battlezone 98 Redux, PC
Dementium II, DS
Lego Star Wars, Game Boy Advance
Shin Megami Tensei: Persona 2 - Innocent Sin, PSP
Blitzkrieg 2, PC
The Climb 2, PC
Resident Evil: Revelations 2 - Episode 2: Contemplation, PlayStation 4
Tropico 5, PC
LEGO Batman: The Videogame, PlayStation 3
Blacklight: Retribution, PC
One Piece: Pirate Warriors 4, PlayStation 4
Cattails, Switch
Sonic & Sega All-Stars Racing with Banjo-Kazooie, Xbox 360
Angry Video Game Nerd I & II Deluxe, Switch
God's Trigger, PC
MTX Mototrax, PC
Dante's Inferno, PlayStation 3
Silence: The Whispered World 2, PC
Life is Strange 2: Episode 3 - Wastelands, PlayStation 4
Ys: Memories of Celceta, PlayStation 4
Mortal Shell, Xbox One
Infinite Space, DS
Atelier Ryza: Ever Darkness & the Secret Hideout, PlayStation 4
Donut County, PlayStation 4
New World, PC
Labyrinth City: Pierre the Maze Detective, Switch
Etherborn, PlayStation 4
Battle Chasers: Nightwar, PlayStation 4
F.E.A.R. Extraction Point, PC
Medal of Honor, PlayStation 3
Evil Genius, PC
"Wallace & Gromit's Grand Adventures, Episode 3: Muzzled!", PC
Digimon Story Cyber Sleuth, PlayStation 4
Ys IX: Monstrum Nox, Switch
Norn9: Var Commons, PlayStation Vita
Noby Noby Boy, PlayStation 3
Tempest 4000, PlayStation 4
Prince of Persia: The Forgotten Sands, PlayStation 3
Shardlight, PC
Naruto: Ultimate Ninja 3, PlayStation 2
Tropico 3, Xbox 360
Atelier Mysterious Trilogy Deluxe Pack, PlayStation 4
LUNA The Shadow Dust, PC
Sonic & All-Stars Racing Transformed, PlayStation Vita
Buffy the Vampire Slayer: Chaos Bleeds, GameCube
.hack//Infection Part 1, PlayStation 2
Sonic Mega Collection, GameCube
Burnout, Xbox
Jackie Chan Adventures, Game Boy Advance
Le Mans 24 Hours, PlayStation 2
Army Men: Air Attack 2, PlayStation 2
Indiana Jones and the Infernal Machine, Nintendo 64
Jazzpunk, PC
Amnesia: Rebirth, PlayStation 4
The Long Dark, PlayStation 4
Gran Turismo Sport, PlayStation 4
MIND: Path to Thalamus, PC
I Am Alive, PlayStation 3
Etrian Odyssey, DS
Fallout 4: Far Harbor, PlayStation 4
Bejeweled 3, DS
Bomberman, DS
Field of Glory II: Medieval, PC
Worms W.M.D, Xbox One
Figment, Switch
Atom Zombie Smasher, PC
Left 4 Dead 2: The Passing, PC
Beyond Blue, PlayStation 4
Batman: The Telltale Series - Episode 5: City of Light, PC
Blade Strangers, Switch
Unreal II: The Awakening, PC
Bulletstorm: Full Clip Edition, PlayStation 4
Stikbold! A Dodgeball Adventure, PlayStation 4
Atelier Sophie: The Alchemist of the Mysterious Book, PlayStation 4
Inazuma Eleven Go: Shadow, 3DS
WWE All Stars, Xbox 360
Magic: The Gathering - Duels of the Planeswalkers 2012, Xbox 360
Life is Strange: Episode 1 - Chrysalis, PlayStation 4
Star Wars Battlefront, Xbox One
Yooka-Laylee, Switch
Dance Dance Revolution Ultramix 3, Xbox
Two Worlds II, PC
Cloudberry Kingdom, PlayStation 3
Tiger Woods PGA Tour 13, PlayStation 3
Far Cry New Dawn, Xbox One
Zubo, DS
Grow Home, PC
The House of the Dead: Overkill - Extended Cut, PlayStation 3
DiRT Showdown, PlayStation 3
Fable III, PC
The Falconeer: Warrior Edition, PlayStation 5
Blizzard Arcade Collection, Switch
The Sinking City, PlayStation 5
Shiren The Wanderer: The Tower of Fortune and the Dice of Fate, Switch
QV, Switch
Cake Bash, Switch
Need for Speed: Hot Pursuit Remastered, PC
ScourgeBringer, Xbox One
Drake Hollow, Xbox One
Superliminal, Switch
Death Come True, Switch
Evan's Remains, PC
Arcade Spirits, Switch
"Yes, Your Grace", PC
Candleman, Switch
Headliner: NoviNews, Switch
We. The Revolution, Switch
MotoGP 19, Xbox One
X-Morph: Defense, Switch
City of Brass, Switch
The Council - Episode 4: Burning Bridges, PlayStation 4
Labyrinth of Refrain: Coven of Dusk, Switch
ONRUSH, PlayStation 4
The Council - Episode 1: The Mad Ones, PlayStation 4
Graceful Explosion Machine, PlayStation 4
Bulb Boy, Switch
Stars in Shadow, PC
Batman: The Telltale Series - Episode 4: Guardian of Gotham, Xbox One
Road to Ballhalla, PC
Resident Evil 5, Xbox One
Dengeki Bunko: Fighting Climax, PlayStation Vita
Airscape: The Fall of Gravity, PC
Call of Duty: Advanced Warfare - Reckoning, Xbox One
Call of Duty: Advanced Warfare - Ascendance, Xbox One
GRID Autosport, Xbox 360
Blood of the Werewolf, Xbox 360
Super Ultra Dead Rising 3' Arcade Remix Hyper Edition EX Plus Alpha, Xbox One
Akai Katana, Xbox 360
Supreme Commander 2, Xbox 360
The Sims 2 Apartment Life, PC
NBA 08, PSP
City Life: World Edition, PC
Bust-A-Move DS, DS
Legacy of Kain: Defiance, PlayStation 2
kill.switch, Xbox
Star Wars Rogue Squadron III: Rebel Strike, GameCube
Savage: The Battle for Newerth, PC
Hegemonia: Legions of Iron, PC
Need for Speed: Hot Pursuit 2, Xbox
The Sims: Vacation, PC
Victorious Boxers: Ippo's Road to Glory, PlayStation 2
World Driver Championship, Nintendo 64
WWE All Stars, PlayStation 3
Last Day of June, PlayStation 4
Def Jam Rapstar, PlayStation 3
Rugby 2005, Xbox
Payday 2, Xbox 360
Zone of the Enders HD Collection, Xbox 360
Ridge Racer 3D, 3DS
Painkiller: Battle out of Hell, PC
Art Academy, DS
Bloody Roar: Primal Fury, GameCube
Atelier Escha & Logy Plus: Alchemists of the Dusk Sky, PlayStation Vita
SingStar Country, PlayStation 2
Fate/Extella Link, PlayStation 4
Below, PlayStation 4
Call of Duty: World at War, DS
Black & White 2, PC
Raiden V, Xbox One
Pursuit Force, PSP
Dragon Star Varnir, PlayStation 4
FIFA Manager 10, PC
Legend of Keepers: Career of a Dungeon Manager, PC
Evil Genius 2: World Domination, PC
Project Wingman, PC
Taito Legends, PC
ToeJam & Earl: Back in the Groove!, Switch
Nano Assault, 3DS
Assetto Corsa Competizione, Xbox One
Star Conflict, PC
The Medium, PC
The Elder Scrolls Online: Blackwood, PC
Elebits: The Adventures of Kai and Zero, DS
We Love Golf!, Wii
Mortal Kombat 11: Aftermath, PlayStation 4
Very Very Valet, Switch
Labyrinth of Refrain: Coven of Dusk, PlayStation 4
Gravity Crash Ultra, PlayStation Vita
Anodyne, PC
Manhunt, PC
Crimson Sea 2, PlayStation 2
Disney Sports Soccer, GameCube
Bomberman Max 2: Red Advance, Game Boy Advance
Star Wars Galactic Battlegrounds, PC
Earth 2150: The Moon Project, PC
FRACT OSC, PC
Ice Age: Dawn of the Dinosaurs, Wii
All-Pro Football 2K8, Xbox 360
Willy Jetman: Astromonkey's Revenge, Switch
Ken Follett's The Pillars of the Earth, PlayStation 4
Destiny, Xbox One
MLB 13: The Show, PlayStation Vita
Savage 2: A Tortured Soul, PC
Hard Corps: Uprising, Xbox 360
SiN Episodes: Emergence, PC
Call of Duty 4: Modern Warfare, DS
Guilty Gear XX Accent Core, Wii
Feel the Magic: XY/XX, DS
Mafia II, PlayStation 3
The Denpa Men 3: The Rise of Digitoll, 3DS
Utawarerumono: Mask of Truth, PlayStation 4
Ittle Dew 2, PlayStation 4
Shantae and the Pirate's Curse, PlayStation 4
The Wolf Among Us: Episode 5 - Cry Wolf, PlayStation 3
Transformers: War for Cybertron, PC
Ace Combat Zero: The Belkan War, PlayStation 2
Hero-U: Rogue to Redemption, Switch
The Room VR: A Dark Matter, PlayStation 4
The Little Acre, Xbox One
Stick it to the Man!, PlayStation 4
Shadowbane, PC
Fire Emblem: Three Houses - Side Story: Cindered Shadows, Switch
Immortal Cities: Children of the Nile, PC
Test Drive Unlimited, PlayStation 2
The Maw, Xbox 360
Crossing Souls, PlayStation 4
Raskulls, Xbox 360
Jurassic World Evolution: Complete Edition, Switch
Crying Suns, PC
Heavy Rain, PC
BattleForge, PC
Madden NFL 08, PSP
Patapon 2 Remastered, PlayStation 4
Gravity Ghost, PC
Bugsnax, PlayStation 5
WWE SmackDown vs. Raw 2011, Xbox 360
Elebits, Wii
Full Metal Furies, Xbox One
The Evil Within, PlayStation 4
AquaPazza: AquaPlus Dream Match, PlayStation 3
River City Ransom EX, Game Boy Advance
The Elder Scrolls Online: Morrowind, PlayStation 4
Folklore, PlayStation 3
Syndicate, PlayStation 3
Magic: The Gathering - Duels of the Planeswalkers, Xbox 360
RIVE, PlayStation 4
Frontlines: Fuel of War, Xbox 360
Dead or Alive 5 Ultimate, Xbox 360
Victor Vran, PC
Dying Light, PC
Resident Evil: Revelations 2 - Episode 1: Penal Colony, PlayStation 4
Roundabout, PC
The Night of the Rabbit, PC
Me & My Katamari, PSP
Archer Maclean's Mercury, PSP
Front Mission 4, PlayStation 2
All-Star Baseball 2005, Xbox
I-Ninja, Xbox
Dark Age of Camelot: Trials of Atlantis, PC
Monster Truck Madness, Game Boy Advance
The Lost Vikings, Game Boy Advance
Star Wars Jedi Knight II: Jedi Outcast, GameCube
Aggressive Inline, Game Boy Advance
Bomberman Max 2: Blue Advance, Game Boy Advance
Spider-Man: The Movie, PC
The Typing of the Dead, PC
SimCoaster, PC
Super Bust-A-Move, PlayStation 2
Tom Clancy's Rainbow Six: Rogue Spear, Dreamcast
Kessen, PlayStation 2
Ruiner, PC
The Sims 2, PlayStation 2
Call of Duty: Black Ops II - Revolution, Xbox 360
Get Even, PC
Culdcept Saga, Xbox 360
PHOGS!, PC
Battlezone: Gold Edition, Xbox One
Pokemon Picross, 3DS
Spin the Bottle: Bumpie's Party, Wii U
PlayStation All-Stars Battle Royale, PlayStation Vita
Iron Brigade, PC
Naruto: Ultimate Ninja Storm, PlayStation 3
I Am Setsuna, Switch
Alice: Madness Returns, PC
Concrete Genie, PlayStation 4
Hitman - Intro Pack, PC
Not a Hero, PC
Afterparty, PC
LEGO Rock Band, PlayStation 3
Bloodroots, Switch
Persona Dancing: Endless Night Collection, PlayStation 4
Valentino Rossi The Game, PlayStation 4
GRID Autosport, PlayStation 3
Star Trek: Bridge Crew, PlayStation 4
The Sims 2, Xbox
Attack on Titan 2, PlayStation 4
Scarface: The World Is Yours, PlayStation 2
Ghost of a Tale, PC
Tokyo Xanadu eX+, PlayStation 4
Table Top Racing: World Tour, Xbox One
Transformers: Devastation, Xbox One
Cloudberry Kingdom, Wii U
And Yet It Moves, PC
Top Spin 3, PlayStation 3
Fenix Rage, PC
Uplink: Hacker Elite, PC
Another World, Switch
"Sakura Wars: So Long, My Love", Wii
Quake 4, Xbox 360
Crash Bandicoot 2: N-Tranced, Game Boy Advance
Dead Head Fred, PSP
DiRT Showdown, Xbox 360
DreamWorks Kung Fu Panda, Xbox 360
Push Me Pull You, PlayStation 4
Shank, PlayStation 3
Yomawari: Night Alone, PlayStation Vita
Kingdom Hearts 358/2 Days, DS
Darkwatch, Xbox
Attentat 1942, PC
Exit, Xbox 360
Mighty Goose, Switch
Kerbal Space Program, Xbox One
Resident Evil: Revelations 2, Xbox One
Sly Cooper: Thieves in Time, PlayStation 3
Final Fantasy Fables: Chocobo Tales, DS
Dark Fall 3: Lost Souls, PC
Pro Evolution Soccer 2009, PSP
Blitzkrieg: Burning Horizon, PC
Transformers, PlayStation 2
Jurassic Park: Operation Genesis, PlayStation 2
BloodRayne, PlayStation 2
Beyond Atlantis II, PC
Toy Story 2: Buzz Lightyear to the Rescue!, PlayStation
Need for Speed: Hot Pursuit Remastered, PlayStation 4
No More Heroes III, Switch
Sleeping Dogs: Definitive Edition, Xbox One
El Shaddai: Ascension of the Metatron, Xbox 360
Metal Gear Acid, PSP
NBA Live 19, Xbox One
Game of Thrones: Episode Six - The Ice Dragon, PlayStation 4
The Dishwasher: Dead Samurai, Xbox 360
Grand Theft Auto: Vice City Stories, PlayStation 2
Carto, PlayStation 4
The Ninja Saviors: Return of the Warriors, PlayStation 4
My Time At Portia, PlayStation 4
Hotline Miami 2: Wrong Number, PlayStation 4
The Wolf Among Us: Episode 4 - In Sheep's Clothing, PC
The Next Big Thing, PC
Sam & Max: The Devil's Playhouse - Episode 3: They Stole Max's Brain!, PC
echoshift, PSP
WWE SmackDown vs. Raw 2010, DS
Final Fantasy Crystal Chronicles: Echoes of Time, DS
Chibi-Robo!, GameCube
The Bard's Tale, Xbox
Still Life, PC
Green Day: Rock Band, Xbox 360
Shadow of Rome, PlayStation 2
Sonic Mega Collection Plus, Xbox
Road Not Taken, PC
Call of Juarez: Gunslinger, PlayStation 3
Smash T.V., Xbox 360
The Escapists 2, PC
escapeVektor, 3DS
Tak 2: The Staff of Dreams, GameCube
Total War: Rome Remastered, PC
The Dark Eye: Chains of Satinav, PC
Afterparty, Xbox One
Nidhogg 2, Switch
Ode, PC
Monster Lab, DS
ActRaiser Renaissance, Switch
Game of Thrones: Episode One - Iron From Ice, PC
Age of Empires III: Definitive Edition, PC
Chime Sharp, Xbox One
Metrico+, Xbox One
Prison Architect, Xbox One
Need for Speed Carbon, GameCube
NBA Street Showdown, PSP
Assassin's Creed: Brotherhood - The Da Vinci Disappearance, Xbox 360
Nihilumbra, PC
Dead Nation: Road of Devastation, PlayStation 3
Encased: a sci-fi post-apocalyptic RPG, PC
Command & Conquer 3: Kane's Wrath, Xbox 360
Myst IV: Revelation, Xbox
Dungeons 3, PC
Warp, PC
Dragon Ball: Advanced Adventure, Game Boy Advance
Hidden & Dangerous 2, PC
Dynasty Warriors 4, Xbox
Mortal Kombat: Tournament Edition, Game Boy Advance
NHL 2003, PC
Mat Hoffman's Pro BMX, Dreamcast
Dynasty Warriors 2, PlayStation 2
X-Men: Mutant Academy, PlayStation
Airfix Dogfighter, PC
Shovel Knight Showdown, Switch
NightSky, 3DS
The Walking Dead: The Telltale Series - The Final Season Episode 4: Take Us Back, PlayStation 4
Omensight, PC
Bomber Crew, PC
The Evil Within: The Consequence, PlayStation 4
Super Princess Peach, DS
Hakuoki: Memories of the Shinsengumi, 3DS
A Total War Saga: TROY, PC
The King of Fighters XI, PlayStation 2
Stella Deus: The Gate of Eternity, PlayStation 2
Xuan-Yuan Sword 7, Xbox One
Shakedown Hawaii, Switch
Chroma Squad, PC
Beatbuddy: Tale of the Guardians, PC
Disney DuckTales Remastered, PlayStation 3
Marvel's Spider-Man: Silver Lining, PlayStation 4
Bit.Trip Fate, Wii
Ghosts 'n Goblins Resurrection, Switch
Shenmue I & II, PlayStation 4
Just Cause, PC
Double Dragon Advance, Game Boy Advance
Borderlands 3: Moxxi's Heist of the Handsome Jackpot, PC
Pocket Rumble, Switch
Resident Evil: Revelations 2 - Episode 4: Metamorphosis, PlayStation 4
Unmechanical: Extended Edition, PlayStation 4
Observation, PlayStation 4
Doraemon: Story of Seasons, Switch
Mass Effect 3: Leviathan, PC
Symphony, PC
Iron Harvest, PC
Black Future '88, Switch
Bleed, Switch
Ironcast, PC
Samurai Jack: Battle Through Time, Xbox One
Coffee Talk, PC
Disney Classic Games: Aladdin and the Lion King, Switch
The Flame in the Flood, Switch
Attack on Titan 2: Final Battle, PlayStation 4
"Gremlins, Inc.", PC
Assault Heroes 2, Xbox 360
Super Mario Bros. 35, Switch
Phantom: Covert Ops, PC
Hydro Thunder Hurricane, Xbox 360
The Stretchers, Switch
Broken Sword 5 - The Serpent's Curse, Switch
Sorcerer King, PC
Swords & Soldiers II, Wii U
The Eye of Judgment, PlayStation 3
Madden NFL 06, PSP
Drakensang: The Dark Eye, PC
LEGO Star Wars III: The Clone Wars, Xbox 360
Gun, Xbox 360
X-Men Origins: Wolverine, Xbox 360
Chernobylite, PC
Mundaun, PlayStation 4
Tell Me Why, PC
Carrion, PC
Ion Fury, PlayStation 4
VirtuaVerse, PC
Overland, Switch
The Gardens Between, PlayStation 4
Total War: Arena, PC
Life is Strange: Before the Storm - Episode 3: Hell is Empty, PC
Reus, PlayStation 4
Event[0], PC
Tropico 5 Penultimate Edition, Xbox One
Resident Evil: Revelations 2, PlayStation 4
Guardians of Middle-Earth, PlayStation 3
NBA Jam, Xbox 360
Spider-Man: Shattered Dimensions, Wii
Sol Survivor, PC
Ultimate Spider-Man, PC
Missing: Since January, PC
Prince of Persia: The Sands of Time, Game Boy Advance
Magic: The Gathering Online, PC
Worms World Party, PC
Blade of Darkness, PC
Dead or Alive 5 Last Round, PlayStation 4
Evolve, Xbox One
Sonic the Hedgehog 4: Episode I, PlayStation 3
Evoland 2: A Slight Case of Spacetime Continuum Disorder, PC
Tokyo Xanadu, PlayStation Vita
Crysis Remastered Trilogy, PlayStation 4
Batman: The Brave and the Bold - The Videogame, DS
Pato Box, Switch
Anomaly 2, PlayStation 4
Sundered, PC
Railway Empire, PC
Every Extend Extra, PSP
Ivy the Kiwi?, Wii
Hasbro Family Game Night: Sorry! Sliders, Xbox 360
Real World Golf, Xbox
Lara Croft and the Temple of Osiris, PlayStation 4
Just Cause, Xbox
Epistory - Typing Chronicles, PC
Tricky Towers, Switch
Minit, Xbox One
Aegis Defenders, Switch
Furi, Switch
Batman: Arkham Origins, PC
Droplitz, Xbox 360
Neo Cab, Switch
Batman: Arkham VR, PlayStation 4
Back to the Future: The Game - Episode I: It's About Time, PC
Chili Con Carnage, PSP
Dead Nation: Apocalypse Edition, PlayStation 4
The Wolf Among Us: Episode 4 - In Sheep's Clothing, Xbox 360
The Walking Dead: The Telltale Series - A New Frontier Episode 3: Above the Law, PC
Rock of Ages 3: Make & Break, Xbox One
The Walking Dead: The Telltale Series - The Final Season Episode 3: Broken Toys, PC
ClaDun x2, PSP
Zoo Keeper, DS
Calling All Cars!, PlayStation 3
Romancing SaGa 3, PlayStation 4
Back to the Future: The Game - Episode II: Get Tannen!, PC
Costume Quest, Xbox 360
Sky Force Reloaded, Switch
LEGO DC Super-Villains, PlayStation 4
Serious Sam II, PC
Prototype 2, Xbox 360
Narita Boy, Switch
Slain: Back from Hell, PC
Call of Duty: Black Ops III - Eclipse, PlayStation 4
Atelier Meruru Plus: The Apprentice of Arland, PlayStation Vita
Red Faction II, Xbox
Robotech: Battlecry, GameCube
James Bond 007: Agent Under Fire, GameCube
Triple Play Baseball, PlayStation 2
Tiger Woods PGA Tour 2001, PlayStation 2
Battlestations: Pacific, PC
Destroy All Humans! 2, PlayStation 2
Inazuma Eleven Go: Light, 3DS
The Sims 3: Late Night Expansion Pack, PC
Everybody's Golf VR, PlayStation 4
Resident Evil: Revelations 2 - Episode 2: Contemplation, Xbox One
The Sims 3: Ambitions, PC
Pokemon Trozei!, DS
Tiger Woods PGA Tour 14, PlayStation 3
FlatOut: Head On, PSP
Hellmut: The Badass from Hell, Xbox One
Bladed Fury, PC
Lode Runner Legacy, Switch
Fallout 4: Nuka-World, PC
Adventures of Pip, PlayStation 4
Awesomenauts Assemble!, PlayStation 4
Medal of Honor, Xbox 360
War World: Tactical Combat, PC
Sam & Max: Save the World, Xbox 360
Portal Knights, Switch
Greg Hastings' Tournament Paintball, Xbox
Overload, PC
Inazuma Eleven 2: Firestorm, DS
Patapon 3, PSP
Need for Speed ProStreet, DS
Gabriel Knight: Sins of the Fathers 20th Anniversary Edition, PC
Shadowgrounds, PC
Darksiders Genesis, Switch
Tom Clancy's Rainbow Six: Lockdown, Xbox
Majin and the Forsaken Kingdom, Xbox 360
SuperHyperCube, PlayStation 4
Spartan: Total Warrior, PlayStation 2
Greak: Memories of Azur, PlayStation 5
Castlevania Anniversary Collection, PlayStation 4
The Raven Remastered, Switch
The Room, Switch
ICEY, Switch
CastleStorm: Definitive Edition, PlayStation 4
Shadows: Heretic Kingdoms, PC
Edge (2011), PC
Call of Duty: Black Ops, DS
Naruto: Clash of Ninja Revolution, Wii
The SpongeBob SquarePants Movie, Xbox
Titan Souls, PC
Major League Baseball 2K10, PlayStation 3
Spider-Man: Shattered Dimensions, PlayStation 3
Tetris Axis, 3DS
Hotshot Racing, Switch
Far Cry 4: Valley of the Yetis, PlayStation 4
Rad, PlayStation 4
Radiata Stories, PlayStation 2
Stealth Inc 2: A Game of Clones, PlayStation 4
Valkyrie Profile: Covenant of the Plume, DS
Darkstalkers Chronicle: The Chaos Tower, PSP
Army of Two, PlayStation 3
Semblance, Switch
Space Colony (Steam Edition), PC
Sniper Elite III: Ultimate Edition, PlayStation 4
Capcom Classics Collection Volume 2, PlayStation 2
Midway Arcade Treasures 2, GameCube
Hitman: Contracts, PC
SpellForce: The Order of Dawn, PC
XIII, Xbox
Pac-Man World 2, GameCube
Ultimate Fighting Championship: Tapout, Xbox
Atari Anniversary Edition, PC
The Legend of Dragoon, PlayStation
Bad Mojo, PC
Starlink: Battle for Atlas, Switch
Resident Evil 6, PlayStation 3
The Alliance Alive, 3DS
Story of Seasons: Trio of Towns, 3DS
Assassin's Creed Valhalla: Wrath of the Druids, PC
MindSeize, Switch
Death end re;Quest 2, PlayStation 4
The Coma 2: Vicious Sisters, Switch
Dark Nights with Poe and Munro, PC
Alone With You, PC
Neverwinter, PlayStation 4
Grim Legends: The Forsaken Bride, Xbox One
Need for Speed Underground Rivals, PSP
Inazuma Eleven 2: Blizzard, DS
Vietcong (2003), PC
Star Ocean: The Last Hope International, PlayStation 3
Bad North, PC
Immortal Redneck, Switch
Marble Saga: Kororinpa, Wii
Just Cause 3, PC
Dance Central Spotlight, Xbox One
Smash Court Tennis Pro Tournament 2, PlayStation 2
Neversong, PC
Masters of Anima, PlayStation 4
Frobisher Says!, PlayStation Vita
"Warhammer 40,000: Battlesector", PC
Monster Sanctuary, Switch
Superliminal, PC
Super Mutant Alien Assault, Switch
Devil May Cry, Switch
Moonlighter, PC
Jacob Jones and the Bigfoot Mystery: Episode One - A Bump in the Night, PlayStation Vita
Naruto: Clash of Ninja 2, GameCube
MX vs. ATV Reflex, PlayStation 3
Song of Horror, PC
Take Command: 2nd Manassas, PC
Kingdom, PC
Dead Rising 2: Case West, Xbox 360
Onimusha: Warlords, Xbox One
Tom Clancy's Rainbow Six Siege, Xbox One
Super Monkey Ball: Banana Blitz, Wii
void tRrLM(); //Void Terrarium, Switch
Alder's Blood, Switch
Age of Booty, PlayStation 3
Blackguards 2, PC
Insurgency, PC
Madden NFL 25, PlayStation 4
Disgaea D2: A Brighter Darkness, PlayStation 3
DARQ: Complete Edition, PlayStation 5
Monster Energy Supercross - The Official Videogame 3, Xbox One
Omensight, PlayStation 4
Paper Monsters Recut, Wii U
Fat Princess: Fistful of Cake, PSP
Need for Speed Heat, Xbox One
Resonance of Fate, Xbox 360
Formula One Championship Edition, PlayStation 3
GRIP: Combat Racing, PC
Inazuma Eleven, DS
Space Pirates and Zombies, PC
Runaway: A Road Adventure, PC
I Am Setsuna, PlayStation 4
Ring of Pain, PC
A Hat in Time, Xbox One
